timestamp,open,high,low,close,volume
2022-01-01 00:54:00,29459.46,29490.15,29449.12,29481.55,299.0
2022-01-01 00:55:00,29536.79,29549.93,29510.57,29528.12,434.0
2022-01-01 00:56:00,29481.7,29497.99,29481.37,29486.16,3513.0
2022-01-01 00:57:00,29437.06,29487.33,29427.17,29470.7,278.0
2022-01-01 00:58:00,29496.82,29515.44,29478.98,29487.26,549.0
2022-01-01 00:59:00,29507.24,29567.96,29481.83,29536.04,1824.0
2022-01-01 01:00:00,29514.87,29521.63,29507.29,29512.08,1279.0
2022-01-01 01:01:00,29507.56,29515.51,29489.22,29502.79,4935.0
2022-01-01 01:02:00,29465.19,29476.4,29445.21,29447.48,967.0
2022-01-01 01:03:00,29423.3,29431.71,29378.37,29387.67,1077.0
2022-01-01 01:04:00,29401.0,29454.25,29394.74,29428.29,3740.0
2022-01-01 01:05:00,29495.06,29522.37,29491.24,29496.11,765.0
2022-01-01 01:06:00,29486.98,29502.01,29470.37,29492.5,2172.0
2022-01-01 01:07:00,29551.36,29558.67,29540.33,29542.68,2623.0
2022-01-01 01:08:00,29565.08,29567.13,29526.49,29560.76,882.0
2022-01-01 01:09:00,29521.46,29541.71,29507.05,29528.51,4397.0
2022-01-01 01:10:00,29537.76,29557.73,29520.67,29546.58,4805.0
2022-01-01 01:11:00,29601.15,29633.68,29598.5,29623.48,1587.0
2022-01-01 01:12:00,29641.44,29642.72,29615.73,29621.69,4632.0
2022-01-01 01:13:00,29709.1,29726.76,29699.25,29699.92,3650.0
2022-01-01 01:14:00,29587.29,29593.67,29558.63,29568.93,3550.0
2022-01-01 01:15:00,29603.82,29622.6,29591.86,29610.03,2258.0
2022-01-01 01:16:00,29601.24,29634.29,29580.85,29614.38,222.0
2022-01-01 01:17:00,29577.86,29604.33,29558.65,29599.43,2582.0
2022-01-01 01:18:00,29611.2,29614.94,29596.57,29604.02,4173.0
2022-01-01 01:19:00,29483.84,29507.06,29474.9,29504.64,1059.0
2022-01-01 01:20:00,29530.63,29534.75,29484.67,29493.66,1506.0
2022-01-01 01:21:00,29485.36,29520.23,29473.23,29511.51,3645.0
2022-01-01 01:22:00,29590.88,29634.29,29581.4,29585.41,4704.0
2022-01-01 01:23:00,29590.83,29608.72,29549.54,29559.49,663.0
2022-01-01 01:24:00,29531.05,29557.97,29512.71,29519.07,824.0
2022-01-01 01:25:00,29497.49,29506.68,29467.06,29493.98,346.0
2022-01-01 01:26:00,29520.38,29555.75,29507.75,29539.75,2728.0
2022-01-01 01:27:00,29528.55,29558.24,29509.96,29556.19,504.0
2022-01-01 01:28:00,29545.1,29547.91,29525.66,29529.7,2653.0
2022-01-01 01:29:00,29585.49,29600.42,29545.4,29555.36,1347.0
2022-01-01 01:30:00,29551.44,29561.04,29543.13,29560.22,2494.0
2022-01-01 01:31:00,29585.87,29620.54,29567.02,29608.65,1327.0
2022-01-01 01:32:00,29524.38,29593.32,29508.87,29573.55,732.0
2022-01-01 01:33:00,29537.55,29570.15,29529.62,29557.16,3480.0
2022-01-01 01:34:00,29535.28,29546.55,29535.0,29537.56,4449.0
2022-01-01 01:35:00,29496.36,29512.27,29463.89,29464.38,758.0
2022-01-01 01:36:00,29492.65,29507.17,29446.92,29479.19,2150.0
2022-01-01 01:37:00,29498.34,29525.92,29473.98,29492.24,3521.0
2022-01-01 01:38:00,29484.49,29518.65,29481.99,29492.5,1223.0
2022-01-01 01:39:00,29469.1,29491.41,29466.51,29480.77,4652.0
2022-01-01 01:40:00,29438.11,29466.76,29402.31,29410.0,983.0
2022-01-01 01:41:00,29392.98,29404.84,29382.01,29388.97,796.0
2022-01-01 01:42:00,29329.78,29395.25,29303.22,29371.83,4524.0
2022-01-01 01:43:00,29318.25,29344.19,29310.47,29331.72,814.0
2022-01-01 01:44:00,29306.49,29331.85,29303.81,29323.65,4089.0
2022-01-01 01:45:00,29332.93,29351.64,29323.58,29343.86,341.0
2022-01-01 01:46:00,29449.42,29450.93,29422.16,29438.16,4374.0
2022-01-01 01:47:00,29444.74,29454.61,29442.6,29446.89,2327.0
2022-01-01 01:48:00,29458.23,29478.54,29439.55,29459.77,3105.0
2022-01-01 01:49:00,29482.32,29489.16,29442.71,29456.05,4946.0
2022-01-01 01:50:00,29346.18,29384.29,29331.99,29360.11,1439.0
2022-01-01 01:51:00,29396.07,29398.42,29352.35,29358.78,1843.0
2022-01-01 01:52:00,29348.37,29368.66,29342.84,29361.8,2778.0
2022-01-01 01:53:00,29486.74,29506.25,29481.03,29484.96,1560.0
2022-01-01 01:54:00,29469.72,29479.81,29439.82,29475.34,4544.0
2022-01-01 01:55:00,29492.89,29496.08,29484.51,29490.42,4714.0
2022-01-01 01:56:00,29497.57,29502.17,29485.5,29488.68,486.0
2022-01-01 01:57:00,29438.92,29452.34,29417.21,29430.25,1541.0
2022-01-01 01:58:00,29472.33,29494.69,29446.83,29487.39,900.0
2022-01-01 01:59:00,29502.53,29544.74,29501.44,29524.99,706.0
2022-01-01 02:00:00,29614.6,29627.02,29548.53,29564.54,4539.0
2022-01-01 02:01:00,29509.39,29522.71,29504.54,29519.07,2017.0
2022-01-01 02:02:00,29603.19,29629.32,29583.19,29589.21,3209.0
2022-01-01 02:03:00,29486.96,29530.89,29465.56,29519.12,465.0
2022-01-01 02:04:00,29542.87,29564.62,29521.84,29548.46,4576.0
2022-01-01 02:05:00,29655.44,29679.24,29649.0,29657.98,4141.0
2022-01-01 02:06:00,29617.91,29671.95,29605.9,29608.45,1084.0
2022-01-01 02:07:00,29525.69,29580.76,29502.91,29580.14,1224.0
2022-01-01 02:08:00,29588.44,29609.75,29575.67,29585.12,590.0
2022-01-01 02:09:00,29536.95,29575.14,29532.74,29559.95,3744.0
2022-01-01 02:10:00,29488.9,29503.84,29469.63,29482.41,4324.0
2022-01-01 02:11:00,29465.12,29512.46,29461.39,29485.84,4170.0
2022-01-01 02:12:00,29415.62,29439.02,29386.94,29432.73,2126.0
2022-01-01 02:13:00,29450.93,29463.89,29428.17,29456.41,120.0
2022-01-01 02:14:00,29389.39,29415.23,29385.73,29410.44,127.0
2022-01-01 02:15:00,29478.42,29490.67,29466.73,29487.93,2597.0
2022-01-01 02:16:00,29424.9,29453.55,29413.97,29448.77,3663.0
2022-01-01 02:17:00,29396.0,29456.11,29374.04,29432.67,4847.0
2022-01-01 02:18:00,29493.7,29500.87,29449.91,29473.34,1553.0
2022-01-01 02:19:00,29385.88,29416.37,29372.19,29411.8,2382.0
2022-01-01 02:20:00,29419.6,29425.79,29412.17,29423.17,2571.0
2022-01-01 02:21:00,29503.59,29507.01,29477.19,29488.53,2229.0
2022-01-01 02:22:00,29395.86,29436.87,29392.72,29408.16,2512.0
2022-01-01 02:23:00,29400.88,29426.09,29383.87,29417.39,4960.0
2022-01-01 02:24:00,29434.91,29445.22,29414.01,29430.38,4935.0
2022-01-01 02:25:00,29491.83,29513.39,29445.61,29469.47,4595.0
2022-01-01 02:26:00,29384.24,29424.94,29372.73,29407.63,1575.0
2022-01-01 02:27:00,29338.6,29358.99,29320.52,29341.6,1035.0
2022-01-01 02:28:00,29333.05,29368.15,29300.62,29367.7,334.0
2022-01-01 02:29:00,29374.68,29413.68,29347.11,29382.55,134.0
2022-01-01 02:30:00,29395.76,29402.43,29394.89,29395.07,4834.0
2022-01-01 02:31:00,29395.3,29438.44,29390.96,29412.4,438.0
2022-01-01 02:32:00,29369.25,29398.93,29347.17,29378.39,4127.0
2022-01-01 02:33:00,29361.84,29401.55,29342.03,29390.01,3625.0
2022-01-01 02:34:00,29406.2,29430.99,29401.66,29404.66,1602.0
2022-01-01 02:35:00,29390.06,29406.76,29351.86,29368.94,3224.0
2022-01-01 02:36:00,29440.29,29471.93,29421.98,29462.23,3783.0
2022-01-01 02:37:00,29473.47,29502.0,29453.45,29485.92,2590.0
2022-01-01 02:38:00,29436.41,29439.31,29416.63,29426.36,4615.0
2022-01-01 02:39:00,29483.43,29485.0,29456.07,29459.19,805.0
2022-01-01 02:40:00,29380.59,29415.64,29371.41,29410.45,4947.0
2022-01-01 02:41:00,29446.43,29461.45,29433.0,29449.81,4444.0
2022-01-01 02:42:00,29513.4,29524.59,29502.74,29507.74,2440.0
2022-01-01 02:43:00,29464.66,29470.68,29448.62,29466.7,4402.0
2022-01-01 02:44:00,29465.33,29519.98,29448.64,29514.87,1224.0
2022-01-01 02:45:00,29545.53,29556.21,29509.6,29535.51,1699.0
2022-01-01 02:46:00,29607.0,29609.77,29556.35,29576.61,4630.0
2022-01-01 02:47:00,29673.79,29686.04,29657.19,29671.45,338.0
2022-01-01 02:48:00,29638.56,29660.06,29633.02,29659.18,1247.0
2022-01-01 02:49:00,29611.23,29622.78,29605.99,29621.5,4713.0
2022-01-01 02:50:00,29612.42,29616.34,29575.17,29577.02,4008.0
2022-01-01 02:51:00,29554.43,29580.92,29526.99,29536.23,4344.0
2022-01-01 02:52:00,29545.18,29547.16,29526.8,29532.37,2204.0
2022-01-01 02:53:00,29556.56,29571.63,29542.25,29549.43,2303.0
2022-01-01 02:54:00,29550.04,29566.71,29549.03,29563.27,3768.0
2022-01-01 02:55:00,29600.61,29608.2,29594.13,29604.63,4731.0
2022-01-01 02:56:00,29603.72,29607.06,29600.87,29605.28,2262.0
2022-01-01 02:57:00,29688.94,29689.83,29637.36,29677.95,3705.0
2022-01-01 02:58:00,29694.9,29699.09,29654.44,29664.72,4561.0
2022-01-01 02:59:00,29823.1,29837.49,29796.98,29800.73,3665.0
2022-01-01 03:00:00,29803.62,29853.99,29793.6,29832.01,3717.0
2022-01-01 03:01:00,29793.63,29803.45,29780.71,29789.15,3033.0
2022-01-01 03:02:00,29750.34,29763.82,29723.37,29735.61,3208.0
2022-01-01 03:03:00,29772.11,29783.29,29748.99,29759.73,564.0
2022-01-01 03:04:00,29735.98,29750.88,29735.89,29748.56,2134.0
2022-01-01 03:05:00,29842.54,29854.05,29768.87,29784.26,2994.0
2022-01-01 03:06:00,29782.38,29818.62,29770.48,29807.92,2885.0
2022-01-01 03:07:00,29782.62,29816.09,29780.18,29804.28,3020.0
2022-01-01 03:08:00,29766.61,29779.51,29738.93,29761.94,910.0
2022-01-01 03:09:00,29728.53,29744.99,29673.75,29686.2,498.0
2022-01-01 03:10:00,29647.15,29669.7,29644.6,29663.87,1175.0
2022-01-01 03:11:00,29701.38,29706.95,29701.04,29706.69,2919.0
2022-01-01 03:12:00,29738.94,29742.57,29710.41,29717.4,1962.0
2022-01-01 03:13:00,29654.75,29683.26,29643.58,29655.11,3379.0
2022-01-01 03:14:00,29657.08,29689.59,29651.85,29663.77,985.0
2022-01-01 03:15:00,29694.35,29698.46,29679.48,29683.04,2666.0
2022-01-01 03:16:00,29644.29,29646.88,29620.46,29638.84,3340.0
2022-01-01 03:17:00,29667.14,29685.81,29630.51,29646.53,1773.0
2022-01-01 03:18:00,29675.27,29710.44,29640.37,29649.44,2849.0
2022-01-01 03:19:00,29598.43,29606.11,29588.46,29592.29,2084.0
2022-01-01 03:20:00,29616.01,29621.82,29570.33,29610.18,1791.0
2022-01-01 03:21:00,29642.5,29647.55,29637.65,29638.22,4253.0
2022-01-01 03:22:00,29702.15,29704.76,29688.75,29692.37,3867.0
2022-01-01 03:23:00,29746.17,29767.87,29735.78,29745.06,757.0
2022-01-01 03:24:00,29676.17,29686.28,29664.85,29676.18,3356.0
2022-01-01 03:25:00,29653.22,29667.59,29618.56,29629.29,4154.0
2022-01-01 03:26:00,29685.36,29686.07,29648.49,29655.04,1610.0
2022-01-01 03:27:00,29650.58,29701.72,29635.01,29680.73,1168.0
2022-01-01 03:28:00,29706.68,29737.88,29691.15,29706.48,1485.0
2022-01-01 03:29:00,29885.34,29922.06,29878.54,29899.12,2714.0
2022-01-01 03:30:00,29921.44,29933.06,29920.32,29927.66,871.0
2022-01-01 03:31:00,29992.49,29992.97,29975.11,29984.44,2674.0
2022-01-01 03:32:00,30045.53,30048.68,30021.23,30032.14,2296.0
2022-01-01 03:33:00,30062.47,30070.24,30054.63,30064.71,4815.0
2022-01-01 03:34:00,30010.68,30079.12,29991.2,30048.95,2097.0
2022-01-01 03:35:00,30067.59,30099.24,30053.63,30086.89,2182.0
2022-01-01 03:36:00,30066.18,30080.1,30016.27,30048.25,2528.0
2022-01-01 03:37:00,29981.6,30036.44,29951.16,30036.41,871.0
2022-01-01 03:38:00,30035.89,30036.81,30010.72,30012.14,2374.0
2022-01-01 03:39:00,30026.66,30044.31,29999.05,30016.24,1263.0
2022-01-01 03:40:00,30158.29,30180.23,30125.96,30131.97,3737.0
2022-01-01 03:41:00,30034.64,30042.2,30019.44,30038.61,4982.0
2022-01-01 03:42:00,30031.69,30084.91,30029.05,30072.92,4531.0
2022-01-01 03:43:00,30000.89,30006.35,29973.0,29992.28,3793.0
2022-01-01 03:44:00,29994.18,29994.29,29915.7,29968.69,3450.0
2022-01-01 03:45:00,30041.63,30044.69,30019.1,30023.14,2479.0
2022-01-01 03:46:00,30013.1,30036.67,30008.91,30026.35,872.0
2022-01-01 03:47:00,29974.2,29978.79,29952.51,29972.46,823.0
2022-01-01 03:48:00,29926.04,29945.41,29925.49,29936.7,1318.0
2022-01-01 03:49:00,29954.29,29984.2,29939.25,29970.68,4826.0
2022-01-01 03:50:00,29953.27,29954.69,29927.35,29934.16,805.0
2022-01-01 03:51:00,29921.03,29964.45,29915.97,29944.98,1381.0
2022-01-01 03:52:00,29929.38,29958.11,29913.57,29947.26,2835.0
2022-01-01 03:53:00,29892.6,29962.67,29855.63,29914.68,4637.0
2022-01-01 03:54:00,29992.07,30029.29,29991.88,30021.88,710.0
2022-01-01 03:55:00,30056.5,30057.07,30047.57,30053.57,1831.0
2022-01-01 03:56:00,29975.55,29977.59,29931.91,29952.32,1752.0
2022-01-01 03:57:00,29957.94,29991.34,29950.02,29961.64,1001.0
2022-01-01 03:58:00,29898.43,29937.17,29890.69,29928.55,4146.0
2022-01-01 03:59:00,29987.97,29995.93,29957.35,29971.17,3296.0
2022-01-01 04:00:00,29965.26,29989.91,29909.16,29931.55,4996.0
2022-01-01 04:01:00,29912.88,29931.28,29910.79,29925.81,3631.0
2022-01-01 04:02:00,29941.49,29958.36,29935.01,29951.06,270.0
2022-01-01 04:03:00,30004.66,30016.45,29980.15,29994.35,4505.0
2022-01-01 04:04:00,29966.77,29978.77,29924.2,29934.33,2499.0
2022-01-01 04:05:00,29907.21,29944.73,29903.71,29917.61,4063.0
2022-01-01 04:06:00,29867.21,29913.0,29851.5,29893.86,1474.0
2022-01-01 04:07:00,29873.82,29886.93,29845.62,29861.19,1696.0
2022-01-01 04:08:00,29965.45,29967.59,29948.45,29949.46,1095.0
2022-01-01 04:09:00,29969.84,29977.43,29945.44,29969.71,3396.0
2022-01-01 04:10:00,29895.51,29906.75,29872.52,29906.67,845.0
2022-01-01 04:11:00,29972.45,29989.96,29946.0,29952.56,1909.0
2022-01-01 04:12:00,30069.23,30069.29,30039.53,30058.67,842.0
2022-01-01 04:13:00,30094.92,30118.4,30067.03,30110.29,3420.0
2022-01-01 04:14:00,30035.31,30048.01,30020.27,30034.33,1593.0
2022-01-01 04:15:00,29983.08,30019.39,29983.07,30010.11,3620.0
2022-01-01 04:16:00,30087.18,30092.49,30071.07,30073.46,3522.0
2022-01-01 04:17:00,30032.83,30066.47,30021.89,30038.08,3255.0
2022-01-01 04:18:00,30051.55,30081.71,30017.95,30060.27,2823.0
2022-01-01 04:19:00,30098.34,30107.74,30095.48,30099.0,2100.0
2022-01-01 04:20:00,30053.46,30055.73,30041.35,30052.65,4368.0
2022-01-01 04:21:00,30067.57,30088.59,30047.93,30049.68,2028.0
2022-01-01 04:22:00,29899.43,29911.35,29885.78,29887.61,4340.0
2022-01-01 04:23:00,29833.26,29870.8,29829.32,29836.39,4957.0
2022-01-01 04:24:00,29839.04,29854.85,29800.34,29823.76,3622.0
2022-01-01 04:25:00,29769.39,29774.46,29753.18,29761.38,2468.0
2022-01-01 04:26:00,29834.46,29869.8,29827.43,29843.0,1271.0
2022-01-01 04:27:00,29768.99,29784.95,29744.01,29771.49,2853.0
2022-01-01 04:28:00,29746.52,29759.98,29743.59,29749.49,3059.0
2022-01-01 04:29:00,29766.13,29769.97,29749.88,29756.02,1764.0
2022-01-01 04:30:00,29820.75,29832.4,29813.49,29828.09,2822.0
2022-01-01 04:31:00,29748.49,29760.63,29742.24,29756.29,3300.0
2022-01-01 04:32:00,29853.83,29866.21,29811.79,29814.45,782.0
2022-01-01 04:33:00,29833.76,29837.74,29795.43,29814.96,4008.0
2022-01-01 04:34:00,29750.68,29771.66,29746.0,29765.89,1609.0
2022-01-01 04:35:00,29800.41,29820.65,29785.91,29788.99,2363.0
2022-01-01 04:36:00,29801.31,29816.68,29797.11,29798.95,2384.0
2022-01-01 04:37:00,29776.77,29786.84,29760.43,29768.94,2243.0
2022-01-01 04:38:00,29775.17,29791.48,29762.59,29772.43,3059.0
2022-01-01 04:39:00,29776.95,29780.15,29750.8,29753.16,1756.0
2022-01-01 04:40:00,29765.75,29777.25,29755.38,29758.84,3366.0
2022-01-01 04:41:00,29790.7,29799.83,29764.84,29791.94,1373.0
2022-01-01 04:42:00,29892.09,29895.96,29859.26,29871.24,3618.0
2022-01-01 04:43:00,29814.02,29818.92,29801.18,29809.35,2115.0
2022-01-01 04:44:00,29918.43,29953.11,29913.34,29916.0,1017.0
2022-01-01 04:45:00,29824.68,29825.8,29788.01,29818.4,1051.0
2022-01-01 04:46:00,29808.94,29820.08,29796.82,29810.81,3124.0
2022-01-01 04:47:00,29840.41,29869.54,29830.52,29840.23,254.0
2022-01-01 04:48:00,29842.54,29867.19,29838.42,29854.28,4515.0
2022-01-01 04:49:00,29808.12,29839.44,29807.62,29823.14,400.0
2022-01-01 04:50:00,29792.76,29827.05,29782.92,29812.73,294.0
2022-01-01 04:51:00,29760.25,29794.32,29756.15,29788.08,1537.0
2022-01-01 04:52:00,29741.02,29774.15,29723.63,29758.62,832.0
2022-01-01 04:53:00,29797.61,29806.27,29792.93,29801.1,3144.0
2022-01-01 04:54:00,29821.01,29824.41,29815.09,29818.95,1551.0
2022-01-01 04:55:00,29778.88,29793.76,29773.72,29784.3,4809.0
2022-01-01 04:56:00,29782.17,29845.99,29778.48,29829.28,1388.0
2022-01-01 04:57:00,29876.14,29907.21,29825.42,29844.65,3347.0
2022-01-01 04:58:00,29907.02,29909.05,29873.23,29885.29,1475.0
2022-01-01 04:59:00,29925.69,29939.78,29896.98,29916.77,4379.0
2022-01-01 05:00:00,29913.47,29918.62,29873.61,29875.32,4073.0
2022-01-01 05:01:00,29827.77,29858.65,29827.56,29847.31,4694.0
2022-01-01 05:02:00,29922.43,29939.9,29852.4,29884.68,3364.0
2022-01-01 05:03:00,29895.89,29922.52,29890.94,29915.2,1099.0
2022-01-01 05:04:00,29918.93,29924.86,29899.41,29914.15,2142.0
2022-01-01 05:05:00,29894.54,29938.2,29887.97,29920.02,1144.0
2022-01-01 05:06:00,29984.19,29996.47,29976.45,29983.9,3505.0
2022-01-01 05:07:00,29962.05,29992.54,29953.22,29954.32,4993.0
2022-01-01 05:08:00,29978.58,29989.15,29975.28,29981.68,1178.0
2022-01-01 05:09:00,29985.84,30001.0,29957.33,29971.57,4499.0
2022-01-01 05:10:00,29962.66,29986.42,29947.88,29960.68,1657.0
2022-01-01 05:11:00,30005.17,30033.28,30000.06,30015.62,2236.0
2022-01-01 05:12:00,30045.56,30059.23,30037.72,30056.89,3027.0
2022-01-01 05:13:00,30113.79,30115.53,30081.16,30097.57,1934.0
2022-01-01 05:14:00,30149.77,30171.76,30145.48,30162.84,4500.0
2022-01-01 05:15:00,30182.2,30200.63,30147.92,30163.89,3919.0
2022-01-01 05:16:00,30222.44,30227.32,30183.52,30197.99,4479.0
2022-01-01 05:17:00,30149.1,30200.4,30121.0,30182.48,2143.0
2022-01-01 05:18:00,30221.34,30239.24,30182.44,30198.69,540.0
2022-01-01 05:19:00,30233.39,30255.54,30179.55,30192.18,4054.0
2022-01-01 05:20:00,30202.07,30218.08,30196.84,30197.03,1568.0
2022-01-01 05:21:00,30238.77,30251.51,30204.16,30226.79,2062.0
2022-01-01 05:22:00,30206.61,30212.21,30169.32,30185.87,3548.0
2022-01-01 05:23:00,30284.98,30307.67,30273.69,30290.49,3667.0
2022-01-01 05:24:00,30243.84,30251.29,30233.54,30240.19,2994.0
2022-01-01 05:25:00,30153.2,30187.66,30149.47,30179.48,4035.0
2022-01-01 05:26:00,30240.16,30240.26,30226.5,30237.39,3110.0
2022-01-01 05:27:00,30286.93,30303.71,30274.82,30276.97,3963.0
2022-01-01 05:28:00,30318.5,30340.04,30301.66,30308.18,3555.0
2022-01-01 05:29:00,30360.9,30378.65,30332.17,30339.6,844.0
2022-01-01 05:30:00,30323.49,30357.83,30293.69,30338.98,656.0
2022-01-01 05:31:00,30283.47,30313.69,30272.02,30294.12,3900.0
2022-01-01 05:32:00,30335.82,30349.31,30282.81,30297.91,4825.0
2022-01-01 05:33:00,30261.05,30280.62,30233.17,30264.05,1951.0
2022-01-01 05:34:00,30316.81,30325.21,30308.49,30312.81,2519.0
2022-01-01 05:35:00,30304.12,30313.63,30284.47,30305.46,2456.0
2022-01-01 05:36:00,30247.75,30264.35,30220.61,30264.18,3964.0
2022-01-01 05:37:00,30280.58,30301.65,30237.14,30248.11,4297.0
2022-01-01 05:38:00,30258.2,30297.38,30243.38,30268.76,1983.0
2022-01-01 05:39:00,30218.03,30244.46,30198.47,30240.57,4397.0
2022-01-01 05:40:00,30190.45,30239.35,30167.53,30199.46,3943.0
2022-01-01 05:41:00,30171.61,30216.1,30161.07,30211.65,4228.0
2022-01-01 05:42:00,30210.87,30237.91,30202.22,30223.89,117.0
2022-01-01 05:43:00,30179.18,30201.92,30176.96,30198.55,771.0
2022-01-01 05:44:00,30187.34,30198.24,30170.59,30174.99,1238.0
2022-01-01 05:45:00,30173.13,30191.95,30167.72,30186.6,307.0
2022-01-01 05:46:00,30131.95,30150.47,30090.93,30114.19,260.0
2022-01-01 05:47:00,30071.79,30085.08,30004.69,30043.82,3461.0
2022-01-01 05:48:00,30023.52,30028.34,30006.34,30007.9,4514.0
2022-01-01 05:49:00,29992.92,30013.21,29986.12,29997.23,4657.0
2022-01-01 05:50:00,30015.59,30027.08,30011.93,30012.77,1682.0
2022-01-01 05:51:00,30056.04,30093.38,30036.78,30086.54,2085.0
2022-01-01 05:52:00,30126.75,30133.98,30114.31,30129.42,3056.0
2022-01-01 05:53:00,30104.22,30145.22,30088.22,30121.42,151.0
2022-01-01 05:54:00,30134.36,30134.99,30111.28,30120.47,2765.0
2022-01-01 05:55:00,30121.8,30148.12,30055.21,30070.35,4805.0
2022-01-01 05:56:00,30079.42,30089.12,30029.0,30069.42,1844.0
2022-01-01 05:57:00,30015.17,30087.06,30005.64,30054.99,1063.0
2022-01-01 05:58:00,30063.9,30081.81,30054.96,30071.12,4418.0
2022-01-01 05:59:00,30032.21,30044.03,30019.63,30029.76,3810.0
2022-01-01 06:00:00,30057.48,30073.71,30043.65,30055.73,1249.0
2022-01-01 06:01:00,30117.75,30146.66,30104.18,30132.37,2659.0
2022-01-01 06:02:00,30131.83,30161.88,30114.96,30126.93,2277.0
2022-01-01 06:03:00,30122.16,30151.92,30115.78,30147.01,2855.0
2022-01-01 06:04:00,30162.62,30191.46,30158.04,30181.52,1167.0
2022-01-01 06:05:00,30174.38,30176.75,30159.8,30161.46,1929.0
2022-01-01 06:06:00,30152.35,30177.42,30138.31,30172.67,4383.0
2022-01-01 06:07:00,30184.06,30207.57,30159.4,30173.3,4439.0
2022-01-01 06:08:00,30150.79,30193.4,30144.61,30178.18,1022.0
